id,y,z,x,location
5367,3035.104652321,-69.256,-1142.332502295,barrel
5368,3009.462527395,-139.94,-1208.271117152,barrel
5369,2982.388061298,-69.256,-1273.634660397,barrel
5370,2953.89414001,-139.94,-1338.392022524,barrel
5371,2923.994325093,-69.256,-1402.512382535,barrel
5372,2892.702847241,-139.94,-1465.965222611,barrel
5373,2860.034599501,-69.256,-1528.720342638,barrel
5374,2826.005130191,-139.94,-1590.747874577,barrel
5375,2790.630635495,-69.256,-1652.018296682,barrel
5376,2753.927951757,-139.94,-1712.502447551,barrel
5377,2715.914547466,920.32,-1772.171540004,barrel
5378,2676.608514944,849.636,-1830.997174785,barrel
5379,2636.028561733,920.32,-1888.951354076,barrel
5380,2594.194001694,849.636,-1946.006494829,barrel
5381,2551.12474581,920.32,-2002.135441885,barrel
5382,2506.841292717,849.636,-2057.311480906,barrel
5383,2461.364718938,920.32,-2111.508351086,barrel
5384,2414.71666886,849.636,-2164.70025765,barrel
5385,2366.919344428,920.32,-2216.86188413,barrel
5386,2317.99549458,849.636,-2267.968404419,barrel
5387,2267.968404419,920.32,-2317.99549458,barrel
5388,2216.86188413,849.636,-2366.919344428,barrel
5389,2164.70025765,920.32,-2414.71666886,barrel
5390,2111.508351086,849.636,-2461.364718938,barrel
5391,2057.311480906,920.32,-2506.841292717,barrel
5392,2002.135441885,849.636,-2551.12474581,barrel
5393,1946.006494829,920.32,-2594.194001694,barrel
5394,1888.951354076,849.636,-2636.028561733,barrel
5395,1830.997174785,920.32,-2676.608514944,barrel
5396,1772.171540004,849.636,-2715.914547466,barrel
5397,1712.502447551,920.32,-2753.927951757,barrel
5398,1652.018296682,849.636,-2790.630635495,barrel
5399,1590.747874577,920.32,-2826.005130191,barrel
5400,1528.720342638,849.636,-2860.034599501,barrel
5401,1465.965222611,920.32,-2892.702847241,barrel
5402,1402.512382535,849.636,-2923.994325093,barrel
5403,1338.392022524,920.32,-2953.89414001,barrel
5404,1273.634660397,849.636,-2982.388061298,barrel
5405,1208.271117152,920.32,-3009.462527395,barrel
5406,1142.332502295,849.636,-3035.104652321,barrel
5407,1075.850199036,920.32,-3059.302231812,barrel
5408,1008.85584935,849.636,-3082.043749133,barrel
5409,941.381338918,920.32,-3103.318380552,barrel
5410,873.458781955,849.636,-3123.116000498,barrel
5411,805.120505917,920.32,-3141.427186374,barrel
5412,736.399036124,849.636,-3158.243223049,barrel
5413,667.327080273,920.32,-3173.556106999,barrel
5414,597.937512875,849.636,-3187.358550122,barrel
5415,528.263359604,920.32,-3199.643983202,barrel
5416,458.337781584,849.636,-3210.406559037,barrel
5417,388.194059605,920.32,-3219.641155226,barrel
5418,317.865578277,849.636,-3227.3433766,barrel
5419,247.385810149,920.32,-3233.509557319,barrel
5420,176.788299775,849.636,-3238.136762615,barrel
5421,106.106647744,920.32,-3241.222790189,barrel
5422,35.374494696,849.636,-3242.766171259,barrel
5423,-35.374494696,920.32,-3242.766171259,barrel
5424,-106.106647744,849.636,-3241.222790189,barrel
5425,2715.914547466,778.952,-1772.171540004,barrel
5426,2676.608514944,708.268,-1830.997174785,barrel
5427,2636.028561733,778.952,-1888.951354076,barrel
5428,2594.194001694,708.268,-1946.006494829,barrel
5429,2551.12474581,778.952,-2002.135441885,barrel
5430,2506.841292717,708.268,-2057.311480906,barrel
5431,2461.364718938,778.952,-2111.508351086,barrel
5432,2414.71666886,708.268,-2164.70025765,barrel
5433,2366.919344428,778.952,-2216.86188413,barrel
5434,2317.99549458,708.268,-2267.968404419,barrel
5435,2267.968404419,778.952,-2317.99549458,barrel
5436,2216.86188413,708.268,-2366.919344428,barrel
5437,2164.70025765,778.952,-2414.71666886,barrel
5438,2111.508351086,708.268,-2461.364718938,barrel
5439,2057.311480906,778.952,-2506.841292717,barrel
5440,2002.135441885,708.268,-2551.12474581,barrel
5441,1946.006494829,778.952,-2594.194001694,barrel
5442,1888.951354076,708.268,-2636.028561733,barrel
5443,1830.997174785,778.952,-2676.608514944,barrel
5444,1772.171540004,708.268,-2715.914547466,barrel
5445,1712.502447551,778.952,-2753.927951757,barrel
5446,1652.018296682,708.268,-2790.630635495,barrel
5447,1590.747874577,778.952,-2826.005130191,barrel
5448,1528.720342638,708.268,-2860.034599501,barrel
5449,1465.965222611,778.952,-2892.702847241,barrel
5450,1402.512382535,708.268,-2923.994325093,barrel
5451,1338.392022524,778.952,-2953.89414001,barrel
5452,1273.634660397,708.268,-2982.388061298,barrel
5453,1208.271117152,778.952,-3009.462527395,barrel
5454,1142.332502295,708.268,-3035.104652321,barrel
5455,1075.850199036,778.952,-3059.302231812,barrel
5456,1008.85584935,708.268,-3082.043749133,barrel
5457,941.381338918,778.952,-3103.318380552,barrel
5458,873.458781955,708.268,-3123.116000498,barrel
5459,805.120505917,778.952,-3141.427186374,barrel
5460,736.399036124,708.268,-3158.243223049,barrel
5461,667.327080273,778.952,-3173.556106999,barrel
5462,597.937512875,708.268,-3187.358550122,barrel
5463,528.263359604,778.952,-3199.643983202,barrel
5464,458.337781584,708.268,-3210.406559037,barrel
5465,388.194059605,778.952,-3219.641155226,barrel
5466,317.865578277,708.268,-3227.3433766,barrel
5467,247.385810149,778.952,-3233.509557319,barrel
5468,176.788299775,708.268,-3238.136762615,barrel
5469,106.106647744,778.952,-3241.222790189,barrel
5470,35.374494696,708.268,-3242.766171259,barrel
5471,-35.374494696,778.952,-3242.766171259,barrel
5472,-106.106647744,708.268,-3241.222790189,barrel
5473,2715.914547466,637.584,-1772.171540004,barrel
5474,2676.608514944,566.9,-1830.997174785,barrel
5475,2636.028561733,637.584,-1888.951354076,barrel
5476,2594.194001694,566.9,-1946.006494829,barrel
5477,2551.12474581,637.584,-2002.135441885,barrel
5478,2506.841292717,566.9,-2057.311480906,barrel
5479,2461.364718938,637.584,-2111.508351086,barrel
5480,2414.71666886,566.9,-2164.70025765,barrel
5481,2366.919344428,637.584,-2216.86188413,barrel
5482,2317.99549458,566.9,-2267.968404419,barrel
5483,2267.968404419,637.584,-2317.99549458,barrel
5484,2216.86188413,566.9,-2366.919344428,barrel
5485,2164.70025765,637.584,-2414.71666886,barrel
5486,2111.508351086,566.9,-2461.364718938,barrel
5487,2057.311480906,637.584,-2506.841292717,barrel
5488,2002.135441885,566.9,-2551.12474581,barrel
5489,1946.006494829,637.584,-2594.194001694,barrel
5490,1888.951354076,566.9,-2636.028561733,barrel
5491,1830.997174785,637.584,-2676.608514944,barrel
5492,1772.171540004,566.9,-2715.914547466,barrel
5493,1712.502447551,637.584,-2753.927951757,barrel
5494,1652.018296682,566.9,-2790.630635495,barrel
5495,1590.747874577,637.584,-2826.005130191,barrel
5496,1528.720342638,566.9,-2860.034599501,barrel
5497,1465.965222611,637.584,-2892.702847241,barrel
5498,1402.512382535,566.9,-2923.994325093,barrel
5499,1338.392022524,637.584,-2953.89414001,barrel
5500,1273.634660397,566.9,-2982.388061298,barrel
5501,1208.271117152,637.584,-3009.462527395,barrel
5502,1142.332502295,566.9,-3035.104652321,barrel
5503,1075.850199036,637.584,-3059.302231812,barrel
5504,1008.85584935,566.9,-3082.043749133,barrel
5505,941.381338918,637.584,-3103.318380552,barrel
5506,873.458781955,566.9,-3123.116000498,barrel
5507,805.120505917,637.584,-3141.427186374,barrel
5508,736.399036124,566.9,-3158.243223049,barrel
5509,667.327080273,637.584,-3173.556106999,barrel
5510,597.937512875,566.9,-3187.358550122,barrel
5511,528.263359604,637.584,-3199.643983202,barrel
5512,458.337781584,566.9,-3210.406559037,barrel
5513,388.194059605,637.584,-3219.641155226,barrel
5514,317.865578277,566.9,-3227.3433766,barrel
5515,247.385810149,637.584,-3233.509557319,barrel
5516,176.788299775,566.9,-3238.136762615,barrel
5517,106.106647744,637.584,-3241.222790189,barrel
5518,35.374494696,566.9,-3242.766171259,barrel
5519,-35.374494696,637.584,-3242.766171259,barrel
5520,-106.106647744,566.9,-3241.222790189,barrel
5521,2715.914547466,496.216,-1772.171540004,barrel
5522,2676.608514944,425.532,-1830.997174785,barrel
5523,2636.028561733,496.216,-1888.951354076,barrel
5524,2594.194001694,425.532,-1946.006494829,barrel
5525,2551.12474581,496.216,-2002.135441885,barrel
5526,2506.841292717,425.532,-2057.311480906,barrel
5527,2461.364718938,496.216,-2111.508351086,barrel
5528,2414.71666886,425.532,-2164.70025765,barrel
5529,2366.919344428,496.216,-2216.86188413,barrel
5530,2317.99549458,425.532,-2267.968404419,barrel
5531,2267.968404419,496.216,-2317.99549458,barrel
5532,2216.86188413,425.532,-2366.919344428,barrel
5533,2164.70025765,496.216,-2414.71666886,barrel
5534,2111.508351086,425.532,-2461.364718938,barrel
5535,2057.311480906,496.216,-2506.841292717,barrel
5536,2002.135441885,425.532,-2551.12474581,barrel
5537,1946.006494829,496.216,-2594.194001694,barrel
5538,1888.951354076,425.532,-2636.028561733,barrel
5539,1830.997174785,496.216,-2676.608514944,barrel
5540,1772.171540004,425.532,-2715.914547466,barrel
5541,1712.502447551,496.216,-2753.927951757,barrel
5542,1652.018296682,425.532,-2790.630635495,barrel
5543,1590.747874577,496.216,-2826.005130191,barrel
5544,1528.720342638,425.532,-2860.034599501,barrel
5545,1465.965222611,496.216,-2892.702847241,barrel
5546,1402.512382535,425.532,-2923.994325093,barrel
5547,1338.392022524,496.216,-2953.89414001,barrel
5548,1273.634660397,425.532,-2982.388061298,barrel
5549,1208.271117152,496.216,-3009.462527395,barrel
5550,1142.332502295,425.532,-3035.104652321,barrel
5551,1075.850199036,496.216,-3059.302231812,barrel
5552,1008.85584935,425.532,-3082.043749133,barrel
5553,941.381338918,496.216,-3103.318380552,barrel
5554,873.458781955,425.532,-3123.116000498,barrel
5555,805.120505917,496.216,-3141.427186374,barrel
5556,736.399036124,425.532,-3158.243223049,barrel
5557,667.327080273,496.216,-3173.556106999,barrel
5558,597.937512875,425.532,-3187.358550122,barrel
5559,528.263359604,496.216,-3199.643983202,barrel
5560,458.337781584,425.532,-3210.406559037,barrel
5561,388.194059605,496.216,-3219.641155226,barrel
5562,317.865578277,425.532,-3227.3433766,barrel
5563,247.385810149,496.216,-3233.509557319,barrel
5564,176.788299775,425.532,-3238.136762615,barrel
5565,106.106647744,496.216,-3241.222790189,barrel
5566,35.374494696,425.532,-3242.766171259,barrel
5567,-35.374494696,496.216,-3242.766171259,barrel
5568,-106.106647744,425.532,-3241.222790189,barrel
5569,2715.914547466,354.848,-1772.171540004,barrel
5570,2676.608514944,284.164,-1830.997174785,barrel
5571,2636.028561733,354.848,-1888.951354076,barrel
5572,2594.194001694,284.164,-1946.006494829,barrel
5573,2551.12474581,354.848,-2002.135441885,barrel
5574,2506.841292717,284.164,-2057.311480906,barrel
5575,2461.364718938,354.848,-2111.508351086,barrel
5576,2414.71666886,284.164,-2164.70025765,barrel
5577,2366.919344428,354.848,-2216.86188413,barrel
5578,2317.99549458,284.164,-2267.968404419,barrel
5579,2267.968404419,354.848,-2317.99549458,barrel
5580,2216.86188413,284.164,-2366.919344428,barrel
5581,2164.70025765,354.848,-2414.71666886,barrel
5582,2111.508351086,284.164,-2461.364718938,barrel
5583,2057.311480906,354.848,-2506.841292717,barrel
5584,2002.135441885,284.164,-2551.12474581,barrel
5585,1946.006494829,354.848,-2594.194001694,barrel
5586,1888.951354076,284.164,-2636.028561733,barrel
5587,1830.997174785,354.848,-2676.608514944,barrel
5588,1772.171540004,284.164,-2715.914547466,barrel
5589,1712.502447551,354.848,-2753.927951757,barrel
5590,1652.018296682,284.164,-2790.630635495,barrel
5591,1590.747874577,354.848,-2826.005130191,barrel
5592,1528.720342638,284.164,-2860.034599501,barrel
5593,1465.965222611,354.848,-2892.702847241,barrel
5594,1402.512382535,284.164,-2923.994325093,barrel
5595,1338.392022524,354.848,-2953.89414001,barrel
5596,1273.634660397,284.164,-2982.388061298,barrel
5597,1208.271117152,354.848,-3009.462527395,barrel
5598,1142.332502295,284.164,-3035.104652321,barrel
5599,1075.850199036,354.848,-3059.302231812,barrel
5600,1008.85584935,284.164,-3082.043749133,barrel
5601,941.381338918,354.848,-3103.318380552,barrel
5602,873.458781955,284.164,-3123.116000498,barrel
5603,805.120505917,354.848,-3141.427186374,barrel
5604,736.399036124,284.164,-3158.243223049,barrel
5605,667.327080273,354.848,-3173.556106999,barrel
5606,597.937512875,284.164,-3187.358550122,barrel
5607,528.263359604,354.848,-3199.643983202,barrel
5608,458.337781584,284.164,-3210.406559037,barrel
5609,388.194059605,354.848,-3219.641155226,barrel
5610,317.865578277,284.164,-3227.3433766,barrel
5611,247.385810149,354.848,-3233.509557319,barrel
5612,176.788299775,284.164,-3238.136762615,barrel
5613,106.106647744,354.848,-3241.222790189,barrel
5614,35.374494696,284.164,-3242.766171259,barrel
5615,-35.374494696,354.848,-3242.766171259,barrel
5616,-106.106647744,284.164,-3241.222790189,barrel
5617,2715.914547466,213.48,-1772.171540004,barrel
5618,2676.608514944,142.796,-1830.997174785,barrel
5619,2636.028561733,213.48,-1888.951354076,barrel
5620,2594.194001694,142.796,-1946.006494829,barrel
5621,2551.12474581,213.48,-2002.135441885,barrel
5622,2506.841292717,142.796,-2057.311480906,barrel
5623,2461.364718938,213.48,-2111.508351086,barrel
5624,2414.71666886,142.796,-2164.70025765,barrel
5625,2366.919344428,213.48,-2216.86188413,barrel
5626,2317.99549458,142.796,-2267.968404419,barrel
5627,2267.968404419,213.48,-2317.99549458,barrel
5628,2216.86188413,142.796,-2366.919344428,barrel
5629,2164.70025765,213.48,-2414.71666886,barrel
5630,2111.508351086,142.796,-2461.364718938,barrel
5631,2057.311480906,213.48,-2506.841292717,barrel
5632,2002.135441885,142.796,-2551.12474581,barrel
5633,1946.006494829,213.48,-2594.194001694,barrel
5634,1888.951354076,142.796,-2636.028561733,barrel
5635,1830.997174785,213.48,-2676.608514944,barrel
5636,1772.171540004,142.796,-2715.914547466,barrel
5637,1712.502447551,213.48,-2753.927951757,barrel
5638,1652.018296682,142.796,-2790.630635495,barrel
5639,1590.747874577,213.48,-2826.005130191,barrel
5640,1528.720342638,142.796,-2860.034599501,barrel
5641,1465.965222611,213.48,-2892.702847241,barrel
5642,1402.512382535,142.796,-2923.994325093,barrel
5643,1338.392022524,213.48,-2953.89414001,barrel
5644,1273.634660397,142.796,-2982.388061298,barrel
5645,1208.271117152,213.48,-3009.462527395,barrel
5646,1142.332502295,142.796,-3035.104652321,barrel
5647,1075.850199036,213.48,-3059.302231812,barrel
5648,1008.85584935,142.796,-3082.043749133,barrel
5649,941.381338918,213.48,-3103.318380552,barrel
5650,873.458781955,142.796,-3123.116000498,barrel
5651,805.120505917,213.48,-3141.427186374,barrel
5652,736.399036124,142.796,-3158.243223049,barrel
5653,667.327080273,213.48,-3173.556106999,barrel
5654,597.937512875,142.796,-3187.358550122,barrel
5655,528.263359604,213.48,-3199.643983202,barrel
5656,458.337781584,142.796,-3210.406559037,barrel
5657,388.194059605,213.48,-3219.641155226,barrel
5658,317.865578277,142.796,-3227.3433766,barrel
5659,247.385810149,213.48,-3233.509557319,barrel
5660,176.788299775,142.796,-3238.136762615,barrel
5661,106.106647744,213.48,-3241.222790189,barrel
5662,35.374494696,142.796,-3242.766171259,barrel
5663,-35.374494696,213.48,-3242.766171259,barrel
5664,-106.106647744,142.796,-3241.222790189,barrel
5665,2715.914547466,72.112,-1772.171540004,barrel
5666,2676.608514944,1.428,-1830.997174785,barrel
5667,2636.028561733,72.112,-1888.951354076,barrel
5668,2594.194001694,1.428,-1946.006494829,barrel
5669,2551.12474581,72.112,-2002.135441885,barrel
5670,2506.841292717,1.428,-2057.311480906,barrel
5671,2461.364718938,72.112,-2111.508351086,barrel
5672,2414.71666886,1.428,-2164.70025765,barrel
5673,2366.919344428,72.112,-2216.86188413,barrel
5674,2317.99549458,1.428,-2267.968404419,barrel
5675,2267.968404419,72.112,-2317.99549458,barrel
5676,2216.86188413,1.428,-2366.919344428,barrel
5677,2164.70025765,72.112,-2414.71666886,barrel
5678,2111.508351086,1.428,-2461.364718938,barrel
5679,2057.311480906,72.112,-2506.841292717,barrel
5680,2002.135441885,1.428,-2551.12474581,barrel
5681,1946.006494829,72.112,-2594.194001694,barrel
5682,1888.951354076,1.428,-2636.028561733,barrel
5683,1830.997174785,72.112,-2676.608514944,barrel
5684,1772.171540004,1.428,-2715.914547466,barrel
5685,1712.502447551,72.112,-2753.927951757,barrel
5686,1652.018296682,1.428,-2790.630635495,barrel
5687,1590.747874577,72.112,-2826.005130191,barrel
5688,1528.720342638,1.428,-2860.034599501,barrel
5689,1465.965222611,72.112,-2892.702847241,barrel
5690,1402.512382535,1.428,-2923.994325093,barrel
5691,1338.392022524,72.112,-2953.89414001,barrel
5692,1273.634660397,1.428,-2982.388061298,barrel
5693,1208.271117152,72.112,-3009.462527395,barrel
5694,1142.332502295,1.428,-3035.104652321,barrel
5695,1075.850199036,72.112,-3059.302231812,barrel
5696,1008.85584935,1.428,-3082.043749133,barrel
5697,941.381338918,72.112,-3103.318380552,barrel
5698,873.458781955,1.428,-3123.116000498,barrel
5699,805.120505917,72.112,-3141.427186374,barrel
5700,736.399036124,1.428,-3158.243223049,barrel
5701,667.327080273,72.112,-3173.556106999,barrel
5702,597.937512875,1.428,-3187.358550122,barrel
5703,528.263359604,72.112,-3199.643983202,barrel
5704,458.337781584,1.428,-3210.406559037,barrel
5705,388.194059605,72.112,-3219.641155226,barrel
5706,317.865578277,1.428,-3227.3433766,barrel
5707,247.385810149,72.112,-3233.509557319,barrel
5708,176.788299775,1.428,-3238.136762615,barrel
5709,106.106647744,72.112,-3241.222790189,barrel
5710,35.374494696,1.428,-3242.766171259,barrel
5711,-35.374494696,72.112,-3242.766171259,barrel
5712,-106.106647744,1.428,-3241.222790189,barrel
5713,2715.914547466,-69.256,-1772.171540004,barrel
5714,2676.608514944,-139.94,-1830.997174785,barrel
5715,2636.028561733,-69.256,-1888.951354076,barrel
5716,2594.194001694,-139.94,-1946.006494829,barrel
5717,2551.12474581,-69.256,-2002.135441885,barrel
5718,2506.841292717,-139.94,-2057.311480906,barrel
5719,2461.364718938,-69.256,-2111.508351086,barrel
5720,2414.71666886,-139.94,-2164.70025765,barrel
5721,2366.919344428,-69.256,-2216.86188413,barrel
5722,2317.99549458,-139.94,-2267.968404419,barrel
5723,2267.968404419,-69.256,-2317.99549458,barrel
5724,2216.86188413,-139.94,-2366.919344428,barrel
5725,2164.70025765,-69.256,-2414.71666886,barrel
5726,2111.508351086,-139.94,-2461.364718938,barrel
5727,2057.311480906,-69.256,-2506.841292717,barrel
5728,2002.135441885,-139.94,-2551.12474581,barrel
5729,1946.006494829,-69.256,-2594.194001694,barrel
5730,1888.951354076,-139.94,-2636.028561733,barrel
5731,1830.997174785,-69.256,-2676.608514944,barrel
5732,1772.171540004,-139.94,-2715.914547466,barrel
5733,1712.502447551,-69.256,-2753.927951757,barrel
5734,1652.018296682,-139.94,-2790.630635495,barrel
5735,1590.747874577,-69.256,-2826.005130191,barrel
5736,1528.720342638,-139.94,-2860.034599501,barrel
5737,1465.965222611,-69.256,-2892.702847241,barrel
5738,1402.512382535,-139.94,-2923.994325093,barrel
5739,1338.392022524,-69.256,-2953.89414001,barrel
5740,1273.634660397,-139.94,-2982.388061298,barrel
5741,1208.271117152,-69.256,-3009.462527395,barrel
5742,1142.332502295,-139.94,-3035.104652321,barrel
5743,1075.850199036,-69.256,-3059.302231812,barrel
5744,1008.85584935,-139.94,-3082.043749133,barrel
5745,941.381338918,-69.256,-3103.318380552,barrel
5746,873.458781955,-139.94,-3123.116000498,barrel
5747,805.120505917,-69.256,-3141.427186374,barrel
5748,736.399036124,-139.94,-3158.243223049,barrel
5749,667.327080273,-69.256,-3173.556106999,barrel
5750,597.937512875,-139.94,-3187.358550122,barrel
5751,528.263359604,-69.256,-3199.643983202,barrel
5752,458.337781584,-139.94,-3210.406559037,barrel
5753,388.194059605,-69.256,-3219.641155226,barrel
5754,317.865578277,-139.94,-3227.3433766,barrel
5755,247.385810149,-69.256,-3233.509557319,barrel
5756,176.788299775,-139.94,-3238.136762615,barrel
5757,106.106647744,-69.256,-3241.222790189,barrel
5758,35.374494696,-139.94,-3242.766171259,barrel
5759,-35.374494696,-69.256,-3242.766171259,barrel
5760,-106.106647744,-139.94,-3241.222790189,barrel
5761,-176.788299775,920.32,-3238.136762615,barrel
5762,-247.385810149,849.636,-3233.509557319,barrel
5763,-317.865578277,920.32,-3227.3433766,barrel
5764,-388.194059605,849.636,-3219.641155226,barrel
5765,-458.337781584,920.32,-3210.406559037,barrel
5766,-528.263359604,849.636,-3199.643983202,barrel
5767,-597.937512875,920.32,-3187.358550122,barrel
5768,-667.327080273,849.636,-3173.556106999,barrel
5769,-736.399036124,920.32,-3158.243223049,barrel
5770,-805.120505917,849.636,-3141.427186374,barrel
5771,-873.458781955,920.32,-3123.116000498,barrel
5772,-941.381338918,849.636,-3103.318380552,barrel
5773,-1008.85584935,920.32,-3082.043749133,barrel
5774,-1075.850199036,849.636,-3059.302231812,barrel
5775,-1142.332502295,920.32,-3035.104652321,barrel
5776,-1208.271117152,849.636,-3009.462527395,barrel
5777,-1273.634660397,920.32,-2982.388061298,barrel
5778,-1338.392022524,849.636,-2953.89414001,barrel
5779,-1402.512382535,920.32,-2923.994325093,barrel
5780,-1465.965222611,849.636,-2892.702847241,barrel
5781,-1528.720342638,920.32,-2860.034599501,barrel
5782,-1590.747874577,849.636,-2826.005130191,barrel
5783,-1652.018296682,920.32,-2790.630635495,barrel
5784,-1712.502447551,849.636,-2753.927951757,barrel
5785,-1772.171540004,920.32,-2715.914547466,barrel
5786,-1830.997174785,849.636,-2676.608514944,barrel
5787,-1888.951354076,920.32,-2636.028561733,barrel
5788,-1946.006494829,849.636,-2594.194001694,barrel
5789,-2002.135441885,920.32,-2551.12474581,barrel
5790,-2057.311480906,849.636,-2506.841292717,barrel
5791,-2111.508351086,920.32,-2461.364718938,barrel
5792,-2164.70025765,849.636,-2414.71666886,barrel
5793,-2216.86188413,920.32,-2366.919344428,barrel
5794,-2267.968404419,849.636,-2317.99549458,barrel
5795,-2317.99549458,920.32,-2267.968404419,barrel
5796,-2366.919344428,849.636,-2216.86188413,barrel
5797,-2414.71666886,920.32,-2164.70025765,barrel
5798,-2461.364718938,849.636,-2111.508351086,barrel
5799,-2506.841292717,920.32,-2057.311480906,barrel
5800,-2551.12474581,849.636,-2002.135441885,barrel
5801,-2594.194001694,920.32,-1946.006494829,barrel
5802,-2636.028561733,849.636,-1888.951354076,barrel
5803,-2676.608514944,920.32,-1830.997174785,barrel
5804,-2715.914547466,849.636,-1772.171540004,barrel
5805,-2753.927951757,920.32,-1712.502447551,barrel
5806,-2790.630635495,849.636,-1652.018296682,barrel
5807,-2826.005130191,920.32,-1590.747874577,barrel
5808,-2860.034599501,849.636,-1528.720342638,barrel
5809,-176.788299775,778.952,-3238.136762615,barrel
5810,-247.385810149,708.268,-3233.509557319,barrel
5811,-317.865578277,778.952,-3227.3433766,barrel
5812,-388.194059605,708.268,-3219.641155226,barrel
5813,-458.337781584,778.952,-3210.406559037,barrel
5814,-528.263359604,708.268,-3199.643983202,barrel
5815,-597.937512875,778.952,-3187.358550122,barrel
5816,-667.327080273,708.268,-3173.556106999,barrel
5817,-736.399036124,778.952,-3158.243223049,barrel
5818,-805.120505917,708.268,-3141.427186374,barrel
5819,-873.458781955,778.952,-3123.116000498,barrel
5820,-941.381338918,708.268,-3103.318380552,barrel
5821,-1008.85584935,778.952,-3082.043749133,barrel
5822,-1075.850199036,708.268,-3059.302231812,barrel
5823,-1142.332502295,778.952,-3035.104652321,barrel
5824,-1208.271117152,708.268,-3009.462527395,barrel
5825,-1273.634660397,778.952,-2982.388061298,barrel
5826,-1338.392022524,708.268,-2953.89414001,barrel
5827,-1402.512382535,778.952,-2923.994325093,barrel
5828,-1465.965222611,708.268,-2892.702847241,barrel
5829,-1528.720342638,778.952,-2860.034599501,barrel
5830,-1590.747874577,708.268,-2826.005130191,barrel
5831,-1652.018296682,778.952,-2790.630635495,barrel
5832,-1712.502447551,708.268,-2753.927951757,barrel
5833,-1772.171540004,778.952,-2715.914547466,barrel
5834,-1830.997174785,708.268,-2676.608514944,barrel
5835,-1888.951354076,778.952,-2636.028561733,barrel
5836,-1946.006494829,708.268,-2594.194001694,barrel
5837,-2002.135441885,778.952,-2551.12474581,barrel
5838,-2057.311480906,708.268,-2506.841292717,barrel
5839,-2111.508351086,778.952,-2461.364718938,barrel
5840,-2164.70025765,708.268,-2414.71666886,barrel
5841,-2216.86188413,778.952,-2366.919344428,barrel
5842,-2267.968404419,708.268,-2317.99549458,barrel
5843,-2317.99549458,778.952,-2267.968404419,barrel
5844,-2366.919344428,708.268,-2216.86188413,barrel
5845,-2414.71666886,778.952,-2164.70025765,barrel
5846,-2461.364718938,708.268,-2111.508351086,barrel
5847,-2506.841292717,778.952,-2057.311480906,barrel
5848,-2551.12474581,708.268,-2002.135441885,barrel
5849,-2594.194001694,778.952,-1946.006494829,barrel
5850,-2636.028561733,708.268,-1888.951354076,barrel
5851,-2676.608514944,778.952,-1830.997174785,barrel
5852,-2715.914547466,708.268,-1772.171540004,barrel
5853,-2753.927951757,778.952,-1712.502447551,barrel
5854,-2790.630635495,708.268,-1652.018296682,barrel
5855,-2826.005130191,778.952,-1590.747874577,barrel
5856,-2860.034599501,708.268,-1528.720342638,barrel
5857,-176.788299775,637.584,-3238.136762615,barrel
5858,-247.385810149,566.9,-3233.509557319,barrel
5859,-317.865578277,637.584,-3227.3433766,barrel
5860,-388.194059605,566.9,-3219.641155226,barrel
5861,-458.337781584,637.584,-3210.406559037,barrel
5862,-528.263359604,566.9,-3199.643983202,barrel
5863,-597.937512875,637.584,-3187.358550122,barrel
5864,-667.327080273,566.9,-3173.556106999,barrel
5865,-736.399036124,637.584,-3158.243223049,barrel
5866,-805.120505917,566.9,-3141.427186374,barrel
5867,-873.458781955,637.584,-3123.116000498,barrel
5868,-941.381338918,566.9,-3103.318380552,barrel
5869,-1008.85584935,637.584,-3082.043749133,barrel
5870,-1075.850199036,566.9,-3059.302231812,barrel
5871,-1142.332502295,637.584,-3035.104652321,barrel
5872,-1208.271117152,566.9,-3009.462527395,barrel
5873,-1273.634660397,637.584,-2982.388061298,barrel
5874,-1338.392022524,566.9,-2953.89414001,barrel
5875,-1402.512382535,637.584,-2923.994325093,barrel
5876,-1465.965222611,566.9,-2892.702847241,barrel
5877,-1528.720342638,637.584,-2860.034599501,barrel
5878,-1590.747874577,566.9,-2826.005130191,barrel
5879,-1652.018296682,637.584,-2790.630635495,barrel
5880,-1712.502447551,566.9,-2753.927951757,barrel
5881,-1772.171540004,637.584,-2715.914547466,barrel
5882,-1830.997174785,566.9,-2676.608514944,barrel
5883,-1888.951354076,637.584,-2636.028561733,barrel
5884,-1946.006494829,566.9,-2594.194001694,barrel
5885,-2002.135441885,637.584,-2551.12474581,barrel
5886,-2057.311480906,566.9,-2506.841292717,barrel
5887,-2111.508351086,637.584,-2461.364718938,barrel
5888,-2164.70025765,566.9,-2414.71666886,barrel
5889,-2216.86188413,637.584,-2366.919344428,barrel
5890,-2267.968404419,566.9,-2317.99549458,barrel
5891,-2317.99549458,637.584,-2267.968404419,barrel
5892,-2366.919344428,566.9,-2216.86188413,barrel
5893,-2414.71666886,637.584,-2164.70025765,barrel
5894,-2461.364718938,566.9,-2111.508351086,barrel
5895,-2506.841292717,637.584,-2057.311480906,barrel
5896,-2551.12474581,566.9,-2002.135441885,barrel
5897,-2594.194001694,637.584,-1946.006494829,barrel
5898,-2636.028561733,566.9,-1888.951354076,barrel
5899,-2676.608514944,637.584,-1830.997174785,barrel
5900,-2715.914547466,566.9,-1772.171540004,barrel
5901,-2753.927951757,637.584,-1712.502447551,barrel
5902,-2790.630635495,566.9,-1652.018296682,barrel
